userId,numberOfPeople,numberOfChildren,squareMeters,homeType,heatingTypes,waterHeaterTypes,coolingType,heatingTypeOther,waterHeaterTypeOther,ELECTRIC_VEHICLE,TV,DISH_WASHER,ELECTRIC_HEATING,SAUNA,HEAT_PUMP,CABLE_BOX,FRIDGE_COMBO,COFFEE_MACHINE,TUMBLE_DRYER,FREEZER,POOL_PUMP,HOB,WASHING_MACHINE,GAME_CONSOLE,REFRIGERATOR,FLOW_WATER_HEATER,TOASTER,HOME_BATTERY,MICROWAVE,IRON,TABLET,HEATING_FAN,GRILL,DVD,COMPUTER,OVEN,ELECTRIC_SHOWER,KETTLE,OTHERS
172d8ce3e90a0d08ab2a8224e30753c7711965a57cf5abe8a8e848c0c84418ae,4,2,350,SINGLE_FAMILY,HEAT_PUMP,FLOW_WATER_HEATER,NONE,,,0,3,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,2,1,0,0
29475efb08b0a9a717ad242a20c977650bf73810ae18ad18a562cd8f0eb56e75,1,0,76,MULTI_FAMILY,OTHER,OTHER,NONE,,,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0
8de7194e3f2c9d0f298666736906a3ad2fb1fb79889ef680d4ba16b288b5fab9,5,0,140,MULTI_FAMILY,CENTRAL,FLOW_WATER_HEATER,NONE,,,0,4,1,0,0,0,0,2,1,1,0,0,0,1,1,0,2,1,0,1,1,1,0,0,0,1,5,1,0,1
4ad36a298883fa39f4fc5f7e1ad10aec3f2b01fed7eb32316547697435bd816f,1,0,50,MULTI_FAMILY,HEAT_PUMP,SOLAR_HEATING,NONE,,,0,2,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0
ee2e80c3947bd611aa0dfbd40026454c60f8f1adeef24eefe0d746118fc3454b,1,,100,MULTI_FAMILY,GAS,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2,1,1,0
d42cd84c969f4b749bfb9e91a53991b62ef2ede42a9ade4d3b4f272a8cb7ef3a,1,0,77,MULTI_FAMILY,CENTRAL,CENTRAL_HEATING,PORTABLE_AIR_CONDITIONER,,,0,3,1,0,0,0,3,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,2,1,1,1,0,0
16f1324f2754e8dcba1e781a7f63ad900de9fe1c3271a8cfc2a64f2da4c971b4,1,0,75,MULTI_FAMILY,GAS,GAS,NONE,,,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
13ea55c22ed23a85768852778c45fc65991c4b91df5286cab6acd919c1dcbd6e,5,3,100,SINGLE_FAMILY,GAS,CENTRAL_HEATING,NONE,,,0,1,1,2,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0
b877648e2bc60b9c1ced07cbea6e3b8ffce89464b2caae06ad03451e4e98d22a,2,0,210,SINGLE_FAMILY,OIL,OTHER,NONE,,Boiler,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
bc58479dcb3e92e34d2f23261e5b753f1ad21b8dd2af178c10148d62e6c797da,4,2,150,SINGLE_FAMILY,HEAT_PUMP,FLOW_WATER_HEATER,NONE,,,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0
3dfab957392dcbde70910d790775fcd8a3c13f389c46c56e381ff73ac2933b4b,1,,69,MULTI_FAMILY,OIL;CENTRAL,FLOW_WATER_HEATER,PORTABLE_AIR_CONDITIONER,,,0,2,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
9ca38bc169969a7313c2f119a6085dfe5d4aa0d74f10dd0c0f455212e34d1e9d,2,0,62,MULTI_FAMILY,CENTRAL,FLOW_WATER_HEATER,PORTABLE_AIR_CONDITIONER,,,0,2,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0
5720bc82d0b21931d0e7d3e5bbe7426d4b1370d2fc0ce860091dfc750802dd33,4,0,138,SINGLE_FAMILY,GAS,GAS,NONE,,,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0
7b24e89e1c037514f7bb35380fa5ddc8984218997e2c0b7f298a4aca65ab65ef,4,2,96,MULTI_FAMILY,OTHER,FLOW_WATER_HEATER,NONE,,,0,2,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0
